Camara,Identity_ID,Zona_name,Gender,Age,Action,Track_ID,Time,Event_Audit,Gender_Audit,Age_Audit,Observation_A,Observation_B
5,,Atencion_Barra,,,,6974,0:29:06,Mal,,,Evento no registrado,TRACK_ID desaparece
5,,Atencion_Barra,,,,"""0633""",0:29:40,Mal,,,Evento no registrado,TRACK_ID desaparece
6,,Sur_1,,,,46a4,0:00:09,Mal,,,Evento no registrado,TRACK_ID desaparece
6,,Sur_1,,,,4233,0:06:00,Mal,,,Evento no registrado,TRACK_ID desaparece
6,,Sur_1,,,,81d9,0:03:07,Mal,,,Evento no registrado,TRACK_ID desaparece
6,,Sur_1,,,,fe46,0:03:22,Mal,,,Evento no registrado,TRACK_ID desaparece
6,,Sur_1,,,,8dc9,0:04:28,Mal,,,Evento no registrado,TRACK_ID desaparece
6,74a9114a-b460-45d6-89ad-63ab1ed4becd,Sur_Fila,Female,60,Enter,9249c1f1-13b5-4294-97ea-0f75451034d3,2026-03-11 00:07:47,Bien,Mal,Mal,,
6,,Sur_1,,,,9249c1f1-13b5-4294-97ea-0f75451034d3,2026-03-11 00:07:53,Mal,,,Evento no registrado,
6,74a9114a-b460-45d6-89ad-63ab1ed4becd,Sur_Fila,Female,60,Exit,9249c1f1-13b5-4294-97ea-0f75451034d3,2026-03-11 00:07:53,Bien,Mal,Mal,,TRACK_ID desaparece
6,,Sur_1,,,,9249c1f1-13b5-4294-97ea-0f75451034d3,2026-03-11 00:07:53,Mal,,,Evento no registrado,TRACK_ID desaparece
6,74a9114a-b460-45d6-89ad-63ab1ed4becd,Sur_Fila,Male,28,Enter,3ea066b3-039b-4059-84a3-c65d20ee8c60,2026-03-11 00:08:32,Bien,Bien,Bien,,
6,,Sur_1,,,,3ea066b3-039b-4059-84a3-c65d20ee8c60,2026-03-11 00:08:32,,,,Evento no registrado,
6,74a9114a-b460-45d6-89ad-63ab1ed4becd,Sur_Fila,Male,28,Exit,3ea066b3-039b-4059-84a3-c65d20ee8c60,2026-03-11 00:09:02,Bien,Bien,Bien,,TRACK_ID desaparece
6,,Sur_1,,,,3ea066b3-039b-4059-84a3-c65d20ee8c60,2026-03-11 00:09:02,Mal,,,Evento no registrado,TRACK_ID desaparece
6,,Sur_1,,,,4561,00_09_06,Mal,,,Evento no registrado,TRACK_ID desaparece
7,,Fumadores_Fila,,,,15f0,0:01:05,Mal,,,Evento no registrado,Fin Interaccion
7,unknown,Fumadores_Fila,unknown,0,Enter,a42f28b1-fd60-4906-a610-26200a81a024,2026-03-11 00:01:11,Bien,Mal,Mal,,
7,unknown,Fumadores_Fila,unknown,0,Exit,a42f28b1-fd60-4906-a610-26200a81a024,2026-03-11 00:01:38,Bien,Mal,Mal,Oclusión genera cambio de ID,
7,,Fumadores_Fila,,,,ff71,0:01:41,Mal,,,Evento no registrado,Inicio Interaccion
7,,Fumadores_Fila,,,,"""0302""",0:01:53,Mal,,,Evento no registrado,Fin Interaccion
7,,Fumadores_Fila,,,,1603,0:01:53,Mal,,,Evento no registrado,Inicio Interaccion
7,,Fumadores_Fila,,,,a62r,0:03:03,Mal,,,Evento no registrado,Inicio Interaccion
7,,Fumadores_Fila,,,,15ec,0:03:38,Mal,,,Evento no registrado,Inicio Interaccion
7,,Fumadores_Fila,,,,N/A,0:03:58,Mal,,,Evento no registrado,Inicio Interaccion
7,,Fumadores_Fila,,,Exit,3d97,0:04:40,Mal,,,Evento no registrado,Fin Interaccion
7,,Fumadores_Fila,,,Enter,872c,0:05:28,Mal,,,Evento no registrado,Permancia en zona
7,,Fumadores_Fila,,,,7053,0:05:42,Mal,,,Evento no registrado,Inicio Interaccion
7,,Fumadores_Fila,,,,150b,0:06:53,Mal,,,Evento no registrado,Inicio Interaccion
7,,Fumadores_Fila,,,,2bae,0:08:01,Mal,,,Evento no registrado,Inicio Interaccion
7,,Fumadores_Fila,,,,adcd,0:10:54,Mal,,,Evento no registrado,Fin Interaccion
7,unknown,Fumadores_Fila,unknown,0,Enter,08d21e0f-7b7c-4600-91e0-53bbfdab1586,2026-03-11 00:11:02,Bien,Mal,Mal,,
7,unknown,Fumadores_Fila,unknown,0,Exit,08d21e0f-7b7c-4600-91e0-53bbfdab1586,2026-03-11 00:11:35,Bien,Mal,Mal,Oclusión genera cambio de ID,
7,unknown,Fumadores_Fila,unknown,0,Enter,01cd7c17-2af2-4d9b-9d52-e25f04d86f44,2026-03-11 00:13:30,Bien,Mal,Mal,,
7,unknown,Fumadores_Fila,unknown,0,Enter,c430084a-d4ad-4e3b-9103-1d0eb53ae588,2026-03-11 00:13:30,Bien,Mal,Mal,,
7,unknown,Fumadores_Fila,unknown,0,Exit,01cd7c17-2af2-4d9b-9d52-e25f04d86f44,2026-03-11 00:13:39,Bien,Mal,Mal,Oclusión genera cambio de ID,
7,unknown,Fumadores_Fila,unknown,0,Exit,c430084a-d4ad-4e3b-9103-1d0eb53ae588,2026-03-11 00:13:44,Bien,Mal,Mal,,
7,unknown,Fumadores_Fila,unknown,0,Enter,2071b09d-9037-4922-ac29-44bb523c5779,2026-03-11 00:14:12,Bien,Mal,Mal,,
7,unknown,Fumadores_Fila,unknown,0,Exit,2071b09d-9037-4922-ac29-44bb523c5779,2026-03-11 00:14:20,Bien,Mal,Mal,,
7,,Fumadores_Fila,,,,edf7,0:16:36,Mal,,,Evento no registrado,Fin Interaccion
7,unknown,Fumadores_Fila,unknown,0,Enter,f318e4a0-8632-4a7e-a752-a2ec2986a40a,2026-03-11 00:19:09,Bien,Mal,Mal,,
7,unknown,Fumadores_Fila,unknown,0,Exit,f318e4a0-8632-4a7e-a752-a2ec2986a40a,2026-03-11 00:19:22,Bien,Mal,Mal,,
7,unknown,Maquinas_Fumadores,unknown,0,Enter,f318e4a0-8632-4a7e-a752-a2ec2986a40a,2026-03-11 00:19:26,Bien,Mal,Mal,,
7,unknown,Maquinas_Fumadores,unknown,0,Exit,f318e4a0-8632-4a7e-a752-a2ec2986a40a,2026-03-11 00:19:32,Bien,Mal,Mal,,
7,unknown,Fumadores_Fila,unknown,0,Enter,f318e4a0-8632-4a7e-a752-a2ec2986a40a,2026-03-11 00:19:34,Bien,Mal,Mal,,
7,unknown,Fumadores_Fila,unknown,0,Exit,f318e4a0-8632-4a7e-a752-a2ec2986a40a,2026-03-11 00:19:48,Bien,Mal,Mal,,
7,,Fumadores_Fila,,,,N/A,0:22:41,Mal,,,Evento no registrado,Fin Interaccion
7,unknown,Fumadores_Fila,unknown,0,Enter,84ba50a7-fa36-4ae8-b301-cae47d14bc91,2026-03-11 00:24:50,Bien,Mal,Mal,,
7,unknown,Fumadores_Fila,unknown,0,Exit,84ba50a7-fa36-4ae8-b301-cae47d14bc91,2026-03-11 00:24:59,Bien,Mal,Mal,,
7,,Fumadores_Fila,,,,e50d,0:24:51,Mal,,,Evento no registrado,Inicio Interaccion
7,,Fumadores_Fila,,,,cb98,0:25:07,Mal,,,Evento no registrado,Permancia en zona
7,,Fumadores_Fila,,,,1db8,0:25:23,Mal,,,Evento no registrado,Permancia en zona
7,,Fumadores_Fila,,,,f094,0:27:34,Mal,,,Evento no registrado,Fin Interaccion
7,,Maquinas_Fumadores,,,,0fc7,0:29:45,Mal,,,Evento no registrado,Inicio Interaccion
7,unknown,Maquinas_Fumadores,unknown,0,Enter,b9b1dd8d-f732-449b-8de6-e103d38f53ec,2026-03-11 00:30:05,Bien,Mal,Mal,,
7,unknown,Maquinas_Fumadores,unknown,0,Exit,b9b1dd8d-f732-449b-8de6-e103d38f53ec,2026-03-11 00:30:21,Bien,Mal,Mal,,
7,,Fumadores_Fila,,,,001b,0:30:31,Mal,,,Evento no registrado,Fin Interaccion
7,,Fumadores_Fila,,,,c756,0:31:14,Mal,,,Evento no registrado,Fin Interaccion
7,,Fumadores_Fila,,,,N/A,0:31:50,Mal,,,Evento no registrado,Fin Interaccion
7,,Fumadores_Fila,,,,b6eb,0:32:46,Mal,,,Evento no registrado,Fin Interaccion
7,,Fumadores_Fila,,,,9f9f,0:33:47,Mal,,,Evento no registrado,Fin Interaccion
