Camara,Tipo_sensor,Identity_ID,Zona_name,Gender,Age,Action,Track_ID,Time,Event_Audit,Gender_Audit,Age_Audit,Observation_A,
3,Zona_permanencia,400981b3-6b8a-4003-80cb-f7f96a01018d,Estanteria Principal,Female,0,Exit,4b9d6fc4-7121-4344-ad72-09ee7baed1a5,"Feb 24, 2026 11:14:11 PM",Bien,Bien,Mal,,
3,Zona_permanencia,400981b3-6b8a-4003-80cb-f7f96a01018d,Estanteria Principal,Female,0,Enter,4b9d6fc4-7121-4344-ad72-09ee7baed1a5,"Feb 24, 2026 11:14:40 PM",Bien,Bien,Mal,,
3,Zona_permanencia,400981b3-6b8a-4003-80cb-f7f96a01018d,Estanteria Principal,Female,0,Exit,4b9d6fc4-7121-4344-ad72-09ee7baed1a5,"Feb 24, 2026 11:14:53 PM",Bien,Bien,Mal,,
3,Zona_permanencia,400981b3-6b8a-4003-80cb-f7f96a01018d,Caja,Female,0,Enter,072d1026-e258-409a-9ed5-d7383afa4fec,"Feb 24, 2026 11:14:55 PM",Bien,Bien,Mal,,
3,Zona_permanencia,400981b3-6b8a-4003-80cb-f7f96a01018d,Caja,Female,0,Exit,072d1026-e258-409a-9ed5-d7383afa4fec,"Feb 24, 2026 11:15:14 PM",Bien,Bien,Mal,,
3,Zona_permanencia,b7310384-2783-40f7-b77d-80962e0aa1a7,Caja,Female,0,Enter,ad4b74ae-2393-4e0e-9bb9-3dd4fd2633dd,"Feb 24, 2026 11:15:37 PM",Bien,Bien,Mal,,
3,Zona_permanencia,b7310384-2783-40f7-b77d-80962e0aa1a7,Caja,Female,0,Exit,ad4b74ae-2393-4e0e-9bb9-3dd4fd2633dd,"Feb 24, 2026 11:15:42 PM",Bien,Bien,Mal,,
3,Zona_permanencia,02b7ca0f-0610-4d3f-98ba-2dfe473e6dd4,Exploracion 2,Female,0,Enter,587e9f80-e140-4853-aebf-1384ef4c0160,"Feb 24, 2026 11:16:16 PM",Bien,Bien,Mal,,
3,Zona_permanencia,02b7ca0f-0610-4d3f-98ba-2dfe473e6dd4,Exploracion 2,Female,0,Exit,587e9f80-e140-4853-aebf-1384ef4c0160,"Feb 24, 2026 11:16:23 PM",Bien,Bien,Mal,,
3,Zona_permanencia,b7310384-2783-40f7-b77d-80962e0aa1a7,Exploracion 2,Female,0,Enter,32c90b02-ed6b-4406-9fa8-f73c75f3c2e3,"Feb 24, 2026 11:16:30 PM",Bien,Bien,Mal,,
3,Zona_permanencia,b7310384-2783-40f7-b77d-80962e0aa1a7,Exploracion 2,Female,0,Exit,32c90b02-ed6b-4406-9fa8-f73c75f3c2e3,"Feb 24, 2026 11:16:47 PM",Bien,Bien,Mal,,
3,Zona_permanencia,b7310384-2783-40f7-b77d-80962e0aa1a7,Estanteria Principal,Female,0,Enter,32c90b02-ed6b-4406-9fa8-f73c75f3c2e3,"Feb 24, 2026 11:16:59 PM",Bien,Bien,Mal,,
3,Zona_permanencia,b7310384-2783-40f7-b77d-80962e0aa1a7,Estanteria Principal,Female,0,Exit,32c90b02-ed6b-4406-9fa8-f73c75f3c2e3,"Feb 24, 2026 11:17:04 PM",Bien,Bien,Mal,,
3,Zona_permanencia,b7310384-2783-40f7-b77d-80962e0aa1a7,Exploracion 2,Female,0,Enter,32c90b02-ed6b-4406-9fa8-f73c75f3c2e3,"Feb 24, 2026 11:17:06 PM",Bien,Bien,Mal,,
3,Zona_permanencia,02b7ca0f-0610-4d3f-98ba-2dfe473e6dd4,Exploracion 2,Female,0,Enter,e3c4f780-ae14-4954-90e4-fc4e11da3086,"Feb 24, 2026 11:17:07 PM",Bien,Bien,Mal,,
3,Zona_permanencia,02b7ca0f-0610-4d3f-98ba-2dfe473e6dd4,Exploracion 2,Female,0,Exit,e3c4f780-ae14-4954-90e4-fc4e11da3086,"Feb 24, 2026 11:17:18 PM",Bien,Bien,Mal,,
3,Zona_permanencia,02b7ca0f-0610-4d3f-98ba-2dfe473e6dd4,Exploracion 2,Male,0,Enter,615db475-a78f-4e9b-9b6c-ebc4647249e9,"Feb 24, 2026 11:17:42 PM",Bien,Mal,Mal,,
3,Zona_permanencia,b7310384-2783-40f7-b77d-80962e0aa1a7,Caja,Female,0,Enter,c3717c0c-8132-4e1e-9d96-92a4364018a6,"Feb 24, 2026 11:17:47 PM",Bien,Bien,Mal,,
3,Zona_permanencia,4fbb1f06-c330-4fd3-a5dc-fa1ae6713349,Exploracion 2,Female,0,Enter,4a72bef5-d47a-482b-8b01-026119d171e4,"Feb 24, 2026 11:17:49 PM",Bien,Bien,Mal,,
3,Zona_permanencia,400981b3-6b8a-4003-80cb-f7f96a01018d,Exploracion 3,Female,0,Enter,b6f1f09c-355b-41ea-9295-98e3a40fcc0c,"Feb 24, 2026 11:17:51 PM",Bien,Bien,Mal,,
3,Zona_permanencia,02b7ca0f-0610-4d3f-98ba-2dfe473e6dd4,Exploracion 2,Male,0,Exit,615db475-a78f-4e9b-9b6c-ebc4647249e9,"Feb 24, 2026 11:17:53 PM",Bien,Mal,Mal,,
3,Zona_permanencia,400981b3-6b8a-4003-80cb-f7f96a01018d,Exploracion 3,Female,0,Exit,b6f1f09c-355b-41ea-9295-98e3a40fcc0c,"Feb 24, 2026 11:17:56 PM",Bien,Bien,Mal,,
3,Zona_permanencia,02b7ca0f-0610-4d3f-98ba-2dfe473e6dd4,Exploracion 2,Female,0,Enter,44b715c2-d9bd-4b6e-9646-de5de31c5b3b,"Feb 24, 2026 11:18:00 PM",Bien,Bien,Mal,,
3,Zona_permanencia,b7310384-2783-40f7-b77d-80962e0aa1a7,Caja,Female,0,Exit,c3717c0c-8132-4e1e-9d96-92a4364018a6,"Feb 24, 2026 11:18:03 PM",Bien,Bien,Mal,,
3,Zona_permanencia,4fbb1f06-c330-4fd3-a5dc-fa1ae6713349,Exploracion 2,Female,0,Exit,4a72bef5-d47a-482b-8b01-026119d171e4,"Feb 24, 2026 11:18:05 PM",Bien,Bien,Mal,,
3,Zona_permanencia,b7310384-2783-40f7-b77d-80962e0aa1a7,Exploracion 2,Female,0,Exit,32c90b02-ed6b-4406-9fa8-f73c75f3c2e3,"Feb 24, 2026 11:18:09 PM",Bien,Bien,Mal,,
3,Zona_permanencia,02b7ca0f-0610-4d3f-98ba-2dfe473e6dd4,Exploracion 2,Female,0,Exit,44b715c2-d9bd-4b6e-9646-de5de31c5b3b,"Feb 24, 2026 11:18:13 PM",Bien,Bien,Mal,,
3,Zona_permanencia,b7310384-2783-40f7-b77d-80962e0aa1a7,Caja,Female,0,Enter,7ad5b1fd-5ea0-401e-9933-7ab6647bc8db,"Feb 24, 2026 11:18:25 PM",Bien,Bien,Mal,,
