Camara,Tipo_sensor,Identity_ID,Zona_name,Gender,Age,Action,Track_ID,Time,Event_Audit,Gender_Audit,Age_Audit,Observation_A,Observation_B,
3,Zona_permanencia,c94efb2e-dc3a-4540-a402-f869a4e92d87,Exploracion 2,Female,0,Exit,3b1c104f-41f5-4a32-a89d-eccbfed189f3,18/02/2026 17:19:19,Bien,Bien,Mal,Oclusión genera cambio de ID,,
3,Zona_permanencia,c94efb2e-dc3a-4540-a402-f869a4e92d87,Exploracion 2,Female,0,Enter,c37d1f41-40ce-45be-a85f-3a9d548d2f36,18/02/2026 17:19:22,Bien,Bien,Mal,,,
3,Zona_permanencia,c94efb2e-dc3a-4540-a402-f869a4e92d87,Exploracion 2,Female,0,Exit,c37d1f41-40ce-45be-a85f-3a9d548d2f36,18/02/2026 17:19:30,Bien,Bien,Mal,,,
3,Zona_permanencia,c94efb2e-dc3a-4540-a402-f869a4e92d87,Estanteria Principal,Female,0,Enter,c37d1f41-40ce-45be-a85f-3a9d548d2f36,18/02/2026 17:19:31,Bien,Bien,Mal,,,
3,Zona_permanencia,c94efb2e-dc3a-4540-a402-f869a4e92d87,Estanteria Principal,Female,0,Exit,c37d1f41-40ce-45be-a85f-3a9d548d2f36,18/02/2026 17:19:38,Bien,Bien,Mal,,,
3,Zona_permanencia,c94efb2e-dc3a-4540-a402-f869a4e92d87,Exploracion 2,Female,0,Enter,c37d1f41-40ce-45be-a85f-3a9d548d2f36,18/02/2026 17:19:39,Bien,Bien,Mal,,,
3,Zona_permanencia,62b16341-5c73-4a5e-90da-13e261900425,Estanteria Principal,Female,0,Enter,98eaede7-563d-4286-bfb0-c586b1c6db93,18/02/2026 17:19:47,Bien,Bien,Mal,,,
3,Zona_permanencia,62b16341-5c73-4a5e-90da-13e261900425,Estanteria Principal,Female,0,Enter,e75a89f4-1e29-4a4b-858f-34c5ec60cce0,18/02/2026 17:20:00,Bien,Bien,Mal,,,
3,Zona_permanencia,62b16341-5c73-4a5e-90da-13e261900425,Estanteria Principal,Female,0,Exit,98eaede7-563d-4286-bfb0-c586b1c6db93,18/02/2026 17:20:02,Bien,Bien,Mal,,,
3,Zona_permanencia,c94efb2e-dc3a-4540-a402-f869a4e92d87,Exploracion 2,Female,0,Exit,c37d1f41-40ce-45be-a85f-3a9d548d2f36,18/02/2026 17:20:02,Bien,Bien,Mal,,,
3,Zona_permanencia,62b16341-5c73-4a5e-90da-13e261900425,Exploracion 2,Female,0,Enter,98eaede7-563d-4286-bfb0-c586b1c6db93,18/02/2026 17:20:18,Bien,Bien,Mal,,,
3,Zona_permanencia,62b16341-5c73-4a5e-90da-13e261900425,Estanteria Principal,Female,0,Exit,e75a89f4-1e29-4a4b-858f-34c5ec60cce0,18/02/2026 17:20:21,Bien,Bien,Mal,,,
3,Zona_permanencia,62b16341-5c73-4a5e-90da-13e261900425,Exploracion 2,Female,0,Exit,98eaede7-563d-4286-bfb0-c586b1c6db93,18/02/2026 17:20:30,Bien,Bien,Mal,,,
3,Zona_permanencia,c94efb2e-dc3a-4540-a402-f869a4e92d87,Exploracion 3,Female,0,Enter,c37d1f41-40ce-45be-a85f-3a9d548d2f36,18/02/2026 17:21:10,Bien,Bien,Mal,,,
3,Zona_permanencia,62b16341-5c73-4a5e-90da-13e261900425,Caja,Female,0,Enter,158c5e88-5eff-44a4-bd92-4767f87b0050,18/02/2026 17:21:11,Bien,Bien,Mal,,,
3,Zona_permanencia,c94efb2e-dc3a-4540-a402-f869a4e92d87,Exploracion 3,Female,0,Exit,c37d1f41-40ce-45be-a85f-3a9d548d2f36,18/02/2026 17:21:16,Bien,Bien,Mal,,,
3,Zona_permanencia,,Exploracion 2,,,Enter,0a80,17:22:10,Mal,,,,Evento no registrado,
3,Zona_permanencia,62b16341-5c73-4a5e-90da-13e261900425,Caja,Female,0,Exit,158c5e88-5eff-44a4-bd92-4767f87b0050,18/02/2026 17:22:17,Bien,Bien,Mal,,,
3,Zona_permanencia,62b16341-5c73-4a5e-90da-13e261900425,Estanteria Principal,Female,0,Enter,bca8e6c3-0e9b-4e3a-bb1a-a4e640c9443e,18/02/2026 17:22:54,Bien,Bien,Mal,,,
3,Zona_permanencia,62b16341-5c73-4a5e-90da-13e261900425,Estanteria Principal,Female,0,Exit,bca8e6c3-0e9b-4e3a-bb1a-a4e640c9443e,18/02/2026 17:23:04,Bien,Bien,Mal,,,
3,Zona_permanencia,c94efb2e-dc3a-4540-a402-f869a4e92d87,Caja,Female,0,Enter,2385b1fd-1f32-48bb-b5ab-1e4bb46ee9d0,18/02/2026 17:23:10,Bien,Bien,Mal,,,
3,Zona_permanencia,c94efb2e-dc3a-4540-a402-f869a4e92d87,Caja,Female,0,Exit,2385b1fd-1f32-48bb-b5ab-1e4bb46ee9d0,18/02/2026 17:25:31,Bien,Bien,Mal,,,
3,Zona_permanencia,8c2c1be7-b9a6-49c3-ae66-cbe74b59d11a,Caja,Male,0,Enter,d91fc787-2d87-4ea4-95c6-36dbe9b76bba,18/02/2026 17:27:24,Bien,Bien,Mal,,,
3,Zona_permanencia,8c2c1be7-b9a6-49c3-ae66-cbe74b59d11a,Caja,Male,0,Exit,d91fc787-2d87-4ea4-95c6-36dbe9b76bba,18/02/2026 17:28:13,Bien,Bien,Mal,Oclusión genera cambio de ID,,
3,Zona_permanencia,8c2c1be7-b9a6-49c3-ae66-cbe74b59d11a,Caja,Male,0,Enter,32e68f37-6e61-4f47-b322-23380f6472d2,18/02/2026 17:28:16,Bien,Bien,Mal,,,
3,Zona_permanencia,8c2c1be7-b9a6-49c3-ae66-cbe74b59d11a,Caja,Male,0,Exit,32e68f37-6e61-4f47-b322-23380f6472d2,18/02/2026 17:28:48,Bien,Bien,Mal,Oclusión genera cambio de ID,,
3,Zona_permanencia,8c2c1be7-b9a6-49c3-ae66-cbe74b59d11a,Caja,Male,0,Enter,1841a161-e453-41bb-a5ca-da40bc6c0a29,18/02/2026 17:28:59,Bien,Bien,Mal,,,
3,Zona_permanencia,8c2c1be7-b9a6-49c3-ae66-cbe74b59d11a,Caja,Male,0,Exit,1841a161-e453-41bb-a5ca-da40bc6c0a29,18/02/2026 17:29:41,Bien,Bien,Mal,,,
4,Zona_permanencia,62b16341-5c73-4a5e-90da-13e261900425,Interior 2,Female,0,Enter,8f0fb35c-d5e4-4e84-a1ca-63bde7a93b98,2026-02-18 17:22:58,Bien,Bien,Mal,,,
4,Zona_permanencia,62b16341-5c73-4a5e-90da-13e261900425,Interior 2,Female,0,Exit,8f0fb35c-d5e4-4e84-a1ca-63bde7a93b98,2026-02-18 17:23:04,Bien,Bien,Mal,,,
